"ID","URN","dtDateCreated","txtPAN","Count_ctr","Risk_Change_Ctr","TTR_Breach","TTR_Breach_Date","CTR_Breach","CTR_Breach_Date","Date_updated","txtCurrent_Risk","txtNew_Risk","Cust_ID","Cust_Reason"
405,"8,190,318,112,524,284",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
406,"8,210,417,085,324,254",2021-07-21 00:00:00,"Yes",5,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
407,"8,180,711,111,040,751",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,High,High,"0010c000021GySQAA0",Changed due to internal Reason
408,"8,190,913,062,332,587",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,Low,Medium,"0013Z00001dCu7wQAC",Changed due to internal Reason
409,"8,200,514,094,058,337",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
410,"4,210,224,091,552,764",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
411,"8,190,321,114,149,241",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,Low,Medium,"0010c000026v6tIAAQ",Changed due to internal Reason
412,"4,200,313,122,114,504",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
413,"6,666,660,000,258,122",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
414,"8,200,929,053,939,527",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
415,"8,210,419,053,516,317",2021-07-21 00:00:00,"Yes",3,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
416,"8,180,731,133,417,084",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
417,"8,200,108,110,418,482",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
418,"8,210,322,094,758,437",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,High,High,"0013Z00001p45f2QAA",Changed due to internal Reason
419,"8,210,513,092,225,458",2021-07-21 00:00:00,"Yes",3,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
420,"4,210,320,070,438,395",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
421,"4,210,326,130,914,101",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
422,"8,210,129,073,752,830",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
423,"8,210,129,052,109,788",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,Low,Medium,"0013Z00001o5b6QQAQ",Changed due to internal Reason
424,"8,190,806,071,237,161",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
425,"8,200,721,143,146,712",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
426,"8,201,126,121,954,351",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
427,"4,210,324,093,251,843",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
428,"8,210,327,045,035,132",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
429,"4,210,327,082,530,168",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
430,"4,210,326,103,849,524",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
431,"8,190,918,055,408,450",2021-07-21 00:00:00,"Yes",5,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
432,"8,191,121,101,902,761",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
433,"8,200,212,103,131,555",2021-07-21 00:00:00,"Yes",4,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
434,"8,180,917,110,651,437",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
435,"4,210,325,170,529,944",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
436,"8,191,226,063,445,475",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
437,"8,190,130,053,920,300",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
438,"8,210,327,104,315,839",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
439,"8,201,005,122,826,034",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
440,"8,201,126,122,000,733",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
441,"8,210,325,112,002,456",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
442,"8,200,208,085,159,838",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
443,"4,210,130,135,245,499",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
444,"8,210,303,033,750,032",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
445,"8,190,716,090,646,492",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
446,"4,190,624,034,723,220",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
447,"8,210,129,051,605,729",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,Low,Medium,"0013Z00001o5b6PQAQ",Changed due to internal Reason
448,"4,210,326,082,649,085",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
449,"8,210,108,055,617,260",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
450,"8,210,120,074,853,024",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
451,"8,200,807,131,758,657",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
452,"8,210,324,035,732,703",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
453,"4,210,331,080,417,295",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
454,"8,210,325,133,505,149",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
455,"8,190,930,072,115,596",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
456,"8,210,210,130,118,866",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
457,"8,190,724,071,636,318",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
458,"8,180,906,074,709,067",2021-07-21 00:00:00,"Yes",2,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
459,"8,201,008,125,744,311",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
460,"4,210,325,110,606,356",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
461,"8,201,214,132,522,878",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
462,"8,210,122,064,036,735",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
463,"8,210,201,124,616,411",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
464,"8,210,304,122,921,062",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
465,"8,210,212,053,251,617",2021-07-21 00:00:00,"Yes",4,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
466,"8,191,126,040,915,162",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
467,"4,210,319,121,422,432",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
468,"8,190,527,051,259,013",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
469,"8,190,130,053,238,778",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
470,"8,190,130,053,542,245",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
471,"8,200,207,095,244,929",2021-07-21 00:00:00,"Yes",6,Y,,,Y,2022-01-14 00:00:00,2022-01-14 00:00:00,Low,Medium,"0013Z00001hGpXDQA0",Changed due to internal Reason
472,"8,210,325,082,453,317",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
473,"8,201,005,122,804,940",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
474,"8,190,409,112,120,213",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
475,"8,210,225,083,912,610",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
476,"8,201,209,150,756,598",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
477,"8,201,110,115,045,418",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
478,"8,201,111,052,322,257",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
479,"8,190,703,102,848,571",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
480,"4,210,325,052,033,429",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
481,"8,190,702,131,900,221",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
482,"8,180,906,074,708,168",2021-07-21 00:00:00,"Yes",2,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
483,"4,210,319,061,228,674",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
484,"8,190,409,113,446,963",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
485,"8,210,122,111,913,738",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
486,"8,190,809,111,505,761",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
487,"8,210,223,125,252,210",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
488,"8,200,117,092,442,048",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
489,"8,200,117,052,745,364",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
490,"4,210,318,150,243,735",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
491,"8,191,228,040,113,002",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
492,"8,190,527,052,200,214",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
493,"8,190,130,053,858,963",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
494,"8,191,015,105,822,472",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
495,"8,210,201,124,607,915",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
496,"8,210,111,124,357,629",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
497,"8,210,122,105,934,260",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
498,"8,201,005,122,148,223",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
499,"8,190,809,111,500,606",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
500,"4,210,319,111,104,206",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
501,"4,210,328,083,055,296",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
502,"8,180,905,042,942,222",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
503,"8,200,807,132,352,732",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
504,"8,190,927,061,158,355",2021-07-21 00:00:00,"Yes",2,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
505,"4,210,326,080,505,305",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
506,"4,210,410,114,227,340",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
507,"8,200,527,053,831,106",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
508,"8,210,405,084,756,394",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
509,"4,210,321,054,339,716",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
510,"8,200,117,051,815,010",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
511,"8,201,214,133,001,435",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
512,"8,210,118,123,619,941",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
513,"8,201,212,082,403,289",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
514,"8,210,122,105,940,820",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
515,"8,210,303,033,753,408",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
516,"8,190,612,080,817,666",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
517,"5,555,550,037,423,506",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
518,"8,210,122,111,909,298",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
519,"8,190,521,131,322,164",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
520,"8,190,521,131,621,060",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
521,"8,200,207,094,802,636",2021-07-21 00:00:00,"Yes",6,Y,,,Y,2022-01-14 00:00:00,2022-01-14 00:00:00,Low,Medium,"0013Z00001hGpXCQA0",Changed due to internal Reason
522,"8,200,206,114,830,155",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
523,"4,210,330,060,638,201",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
524,"8,200,728,132,203,784",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
525,"4,210,227,133,859,501",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
526,"8,210,326,074,759,869",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
527,"8,191,101,052,312,665",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
528,"4,210,217,111,739,205",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
529,"4,210,221,074,909,185",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
530,"4,210,324,102,007,509",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
531,"8,190,930,111,822,657",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
532,"8,191,012,055,921,479",2021-07-21 00:00:00,"Yes",5,N,,,,,2021-12-16 00:00:00,Low,,,Changed due to internal Reason
533,"8,201,110,063,633,892",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
534,"8,190,115,074,908,152",2021-07-21 00:00:00,"Yes",6,Y,,,Y,2022-01-14 00:00:00,2022-01-14 00:00:00,Low,Medium,"0010c000025VbdOAAS",Changed due to internal Reason
535,"5,170,107,259,986,632",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
536,"8,181,212,100,553,689",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
537,"4,210,319,121,423,091",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
538,"8,210,111,124,408,299",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
539,"8,200,428,113,727,014",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
540,"8,210,210,130,145,356",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
541,"8,210,218,114,518,019",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
542,"8,201,216,111,257,020",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
543,"8,200,102,102,856,114",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
544,"8,191,226,063,021,458",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
545,"8,190,513,094,403,693",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
546,"4,201,223,121,722,984",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
547,"4,210,417,055,813,608",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
548,"8,180,810,065,154,079",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
549,"8,210,218,123,738,145",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
550,"4,210,223,112,529,389",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
551,"8,191,106,080,445,536",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
552,"8,210,323,133,703,970",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
553,"8,181,212,093,800,162",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
554,"8,210,317,122,025,577",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
555,"4,200,817,113,542,846",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
556,"4,210,329,075,041,849",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
557,"8,210,212,052,834,066",2021-07-21 00:00:00,"Yes",4,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
558,"4,210,303,123,744,670",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
559,"8,200,520,053,612,238",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
560,"8,180,807,055,103,256",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
561,"8,181,124,035,222,233",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
562,"4,201,223,121,722,331",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
563,"8,180,828,032,235,912",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
564,"8,210,326,075,458,776",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
565,"8,191,202,051,231,771",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
566,"8,210,129,052,119,670",2021-07-21 00:00:00,"Yes",7,Y,,,Y,2021-12-16 00:00:00,2022-01-14 00:00:00,Medium,High,"0013Z00001o5b6OQAQ",Changed due to internal Reason
567,"8,210,108,055,625,578",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
568,"8,200,613,064,145,585",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
569,"8,210,120,074,856,381",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
570,"8,191,005,082,837,395",2021-07-21 00:00:00,"Yes",6,Y,,,Y,2022-01-14 00:00:00,2022-01-14 00:00:00,High,High,"0013Z00001dvq2YQAQ",Changed due to internal Reason
571,"8,200,312,110,222,684",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
572,"4,210,325,170,528,888",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
573,"4,210,228,080,922,557",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
574,"4,210,416,070,818,311",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
575,"8,180,806,081,232,675",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-09-30 00:00:00,Low,,,Changed due to internal Reason
576,"8,210,122,064,025,688",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
577,"8,210,304,122,914,695",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
578,"8,210,326,075,443,448",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
579,"8,200,922,050,740,394",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
580,"4,210,401,081,110,148",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-12-15 00:00:00,Low,,,Changed due to internal Reason
581,"8,191,202,051,131,252",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
582,"8,180,926,102,133,304",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
583,"8,191,023,060,336,314",2021-07-21 00:00:00,"Yes",5,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
584,"8,210,317,121,656,547",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
585,"8,200,807,135,349,891",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
586,"8,200,807,135,915,881",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
587,"8,201,008,045,855,411",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
588,"8,210,327,045,037,039",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
589,"4,210,329,094,556,413",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
590,"8,210,212,053,232,708",2021-07-21 00:00:00,"Yes",4,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
591,"4,201,013,081,039,259",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
592,"4,210,328,123,749,114",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
593,"8,191,104,090,540,065",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
594,"8,210,224,110,318,404",2021-07-21 00:00:00,"Yes",2,N,,,,,2021-11-10 00:00:00,Low,,,Changed due to internal Reason
595,"8,200,320,102,952,515",2021-07-21 00:00:00,"Yes",4,N,,,,,2021-12-16 00:00:00,Low,,,Changed due to internal Reason
596,"8,191,028,120,329,654",2021-07-21 00:00:00,"Yes",2,N,,,,,2022-01-14 00:00:00,Low,,,Changed due to internal Reason
597,"8,190,828,064,413,799",2021-07-21 00:00:00,"Yes",1,N,,,,,2021-07-21 00:00:00,Low,,,Changed due to internal Reason
